"","uf","tipo_doenca","local_obito","faixa_etaria","sexo","total"
"1197","DF","Outras doenças respiratórias","OUTRO","40 - 79","M",2
"1198","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",7
"1199","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",4
"1200","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","F",4
"1201","DF","Outras doenças respiratórias","HOSPITAL","40 - 79","M",2
"1202","MG","Outras doenças","DOMICILIO","40 - 79","F",864
"1203","MG","Outras doenças","DOMICILIO","40 - 79","M",1155
"1204","MG","Outras doenças","HOSPITAL","40 - 79","F",1677
"1205","MG","Outras doenças","HOSPITAL","40 - 79","M",1941
"1206","MG","Outras doenças","IGNORADO","40 - 79","F",81
"1207","MG","Outras doenças","IGNORADO","40 - 79","M",78
"1208","MG","Outras doenças","OUTRO","40 - 79","F",51
"1209","MG","Outras doenças","OUTRO","40 - 79","M",96
"1210","MG","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",210
"1211","MG","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",235
"1212","MG","Outras doenças","VIA_PUBLICA","40 - 79","F",14
"1213","MG","Outras doenças","VIA_PUBLICA","40 - 79","M",37
"1214","MG","COVID-19","DOMICILIO","40 - 79","F",7
"1215","MG","COVID-19","DOMICILIO","40 - 79","M",11
"1216","MG","COVID-19","HOSPITAL","40 - 79","F",159
"1217","MG","COVID-19","HOSPITAL","40 - 79","M",167
"1218","MG","COVID-19","IGNORADO","40 - 79","F",2
"1219","MG","COVID-19","IGNORADO","40 - 79","M",4
"1220","MG","COVID-19","OUTRO","40 - 79","F",2
"1221","MG","COVID-19","OUTRO","40 - 79","M",3
"1222","MG","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","F",14
"1223","MG","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","M",10
"1224","MG","Outras doenças","DOMICILIO","40 - 79","F",32
"1225","MG","Outras doenças","DOMICILIO","40 - 79","M",51
"1226","MG","Outras doenças","HOSPITAL","40 - 79","F",20
"1227","MG","Outras doenças","HOSPITAL","40 - 79","M",20
"1228","MG","Outras doenças","IGNORADO","40 - 79","F",7
"1229","MG","Outras doenças","IGNORADO","40 - 79","M",7
"1230","MG","Outras doenças","OUTRO","40 - 79","F",2
"1231","MG","Outras doenças","OUTRO","40 - 79","M",5
"1232","MG","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",3
"1233","MG","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",5
"1234","MG","Outras doenças","VIA_PUBLICA","40 - 79","F",1
"1235","MG","Outras doenças","VIA_PUBLICA","40 - 79","M",3
"1236","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","F",62
"1237","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","M",89
"1238","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","F",345
"1239","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","M",439
"1240","MG","Outras doenças respiratórias","IGNORADO","40 - 79","F",9
"1241","MG","Outras doenças respiratórias","IGNORADO","40 - 79","M",8
"1242","MG","Outras doenças respiratórias","OUTRO","40 - 79","F",2
"1243","MG","Outras doenças respiratórias","OUTRO","40 - 79","M",10
"1244","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",34
"1245","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",53
"1246","MG","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","F",1
"1247","MG","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","M",1
"1248","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","F",33
"1249","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","M",44
"1250","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","F",740
"1251","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","M",975
"1252","MG","Outras doenças respiratórias","IGNORADO","40 - 79","F",19
"1253","MG","Outras doenças respiratórias","IGNORADO","40 - 79","M",15
"1254","MG","Outras doenças respiratórias","OUTRO","40 - 79","F",2
"1255","MG","Outras doenças respiratórias","OUTRO","40 - 79","M",8
"1256","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",47
"1257","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",42
"1258","MG","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","F",2
"1259","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","F",19
"1260","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","M",18
"1261","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","F",889
"1262","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","M",857
"1263","MG","Outras doenças respiratórias","IGNORADO","40 - 79","F",15
"1264","MG","Outras doenças respiratórias","IGNORADO","40 - 79","M",14
"1265","MG","Outras doenças respiratórias","OUTRO","40 - 79","F",4
"1266","MG","Outras doenças respiratórias","OUTRO","40 - 79","M",4
"1267","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",47
"1268","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",60
"1269","MG","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","F",1
"1270","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","F",3
"1271","MG","Outras doenças respiratórias","DOMICILIO","40 - 79","M",3
"1272","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","F",29
"1273","MG","Outras doenças respiratórias","HOSPITAL","40 - 79","M",27
"1274","MG","Outras doenças respiratórias","IGNORADO","40 - 79","F",1
"1275","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",1
"1276","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",5
"1277","MS","Outras doenças","DOMICILIO","40 - 79","F",99
"1278","MS","Outras doenças","DOMICILIO","40 - 79","M",159
"1279","MS","Outras doenças","HOSPITAL","40 - 79","F",238
"1280","MS","Outras doenças","HOSPITAL","40 - 79","M",314
"1281","MS","Outras doenças","OUTRO","40 - 79","F",4
"1282","MS","Outras doenças","OUTRO","40 - 79","M",16
"1283","MS","Outras doenças","POSTO_SAUDE","40 - 79","F",8
"1284","MS","Outras doenças","POSTO_SAUDE","40 - 79","M",3
"1285","MS","Outras doenças","VIA_PUBLICA","40 - 79","F",3
"1286","MS","Outras doenças","VIA_PUBLICA","40 - 79","M",7
"1287","MS","COVID-19","DOMICILIO","40 - 79","M",1
"1288","MS","COVID-19","HOSPITAL","40 - 79","F",13
"1289","MS","COVID-19","HOSPITAL","40 - 79","M",18
"1290","MS","COVID-19","OUTRO","40 - 79","F",1
"1291","MS","COVID-19","OUTRO","40 - 79","M",1
"1292","MS","Outras doenças","DOMICILIO","40 - 79","F",1
"1293","MS","Outras doenças","DOMICILIO","40 - 79","M",1
"1294","MS","Outras doenças","HOSPITAL","40 - 79","F",1
"1295","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","F",12
"1296","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","M",12
"1297","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",56
"1298","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",52
"1299","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","F",11
"1300","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","M",10
"1301","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",135
"1302","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",194
"1303","MS","Outras doenças respiratórias","OUTRO","40 - 79","F",1
"1304","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","F",2
"1305","MS","Outras doenças respiratórias","DOMICILIO","40 - 79","M",4
"1306","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",101
"1307","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",95
"1308","MS","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"1309","MS","Outras doenças respiratórias","POSTO_SAUDE","40 - 79","F",1
"1310","MS","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","F",1
"1311","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","F",1
"1312","MS","Outras doenças respiratórias","HOSPITAL","40 - 79","M",5
"1313","RJ","Outras doenças","DOMICILIO","40 - 79","F",943
"1314","RJ","Outras doenças","DOMICILIO","40 - 79","M",1289
"1315","RJ","Outras doenças","HOSPITAL","40 - 79","F",2297
"1316","RJ","Outras doenças","HOSPITAL","40 - 79","M",2585
"1317","RJ","Outras doenças","IGNORADO","40 - 79","F",8
"1318","RJ","Outras doenças","IGNORADO","40 - 79","M",8
"1319","RJ","Outras doenças","OUTRO","40 - 79","F",45
"1320","RJ","Outras doenças","OUTRO","40 - 79","M",62
"1321","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",642
"1322","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",644
"1323","RJ","Outras doenças","VIA_PUBLICA","40 - 79","F",12
"1324","RJ","Outras doenças","VIA_PUBLICA","40 - 79","M",28
"1325","RJ","COVID-19","DOMICILIO","40 - 79","F",8
"1326","RJ","COVID-19","DOMICILIO","40 - 79","M",16
"1327","RJ","COVID-19","HOSPITAL","40 - 79","F",1226
"1328","RJ","COVID-19","HOSPITAL","40 - 79","M",1700
"1329","RJ","COVID-19","IGNORADO","40 - 79","F",3
"1330","RJ","COVID-19","IGNORADO","40 - 79","M",1
"1331","RJ","COVID-19","OUTRO","40 - 79","F",2
"1332","RJ","COVID-19","OUTRO","40 - 79","M",5
"1333","RJ","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","F",176
"1334","RJ","COVID-19","OUTROS_SERVICOS_SAUDE","40 - 79","M",237
"1335","RJ","Outras doenças","DOMICILIO","40 - 79","F",29
"1336","RJ","Outras doenças","DOMICILIO","40 - 79","M",51
"1337","RJ","Outras doenças","HOSPITAL","40 - 79","F",36
"1338","RJ","Outras doenças","HOSPITAL","40 - 79","M",43
"1339","RJ","Outras doenças","OUTRO","40 - 79","F",3
"1340","RJ","Outras doenças","OUTRO","40 - 79","M",1
"1341","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","F",21
"1342","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE","40 - 79","M",25
"1343","RJ","Outras doenças","VIA_PUBLICA","40 - 79","M",1
"1344","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",72
"1345","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",92
"1346","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",441
"1347","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",472
"1348","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","F",1
"1349","RJ","Outras doenças respiratórias","OUTRO","40 - 79","F",1
"1350","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",7
"1351","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",96
"1352","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",125
"1353","RJ","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","M",1
"1354","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",29
"1355","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",52
"1356","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",1102
"1357","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",1357
"1358","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","F",1
"1359","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","M",2
"1360","RJ","Outras doenças respiratórias","OUTRO","40 - 79","F",5
"1361","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",7
"1362","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",181
"1363","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",235
"1364","RJ","Outras doenças respiratórias","VIA_PUBLICA","40 - 79","M",1
"1365","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",24
"1366","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",12
"1367","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",1157
"1368","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",1041
"1369","RJ","Outras doenças respiratórias","IGNORADO","40 - 79","M",1
"1370","RJ","Outras doenças respiratórias","OUTRO","40 - 79","F",4
"1371","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",4
"1372","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",132
"1373","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",148
"1374","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","F",4
"1375","RJ","Outras doenças respiratórias","DOMICILIO","40 - 79","M",3
"1376","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","F",89
"1377","RJ","Outras doenças respiratórias","HOSPITAL","40 - 79","M",125
"1378","RJ","Outras doenças respiratórias","OUTRO","40 - 79","M",1
"1379","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","F",29
"1380","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE","40 - 79","M",33
"1381","DF","Outras doenças","DOMICILIO",">= 80","F",84
"1382","DF","Outras doenças","DOMICILIO",">= 80","M",67
"1383","DF","Outras doenças","HOSPITAL",">= 80","F",229
"1384","DF","Outras doenças","HOSPITAL",">= 80","M",203
"1385","DF","Outras doenças","OUTRO",">= 80","F",6
"1386","DF","Outras doenças","OUTRO",">= 80","M",9
"1387","DF","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",10
"1389","DF","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",8
"1390","DF","Outras doenças","VIA_PUBLICA",">= 80","F",1
"1391","DF","Outras doenças","VIA_PUBLICA",">= 80","M",1
"1392","DF","COVID-19","DOMICILIO",">= 80","F",3
"1393","DF","COVID-19","DOMICILIO",">= 80","M",4
"1394","DF","COVID-19","HOSPITAL",">= 80","F",85
"1395","DF","COVID-19","HOSPITAL",">= 80","M",97
"1396","DF","COVID-19","OUTRO",">= 80","F",2
"1397","DF","COVID-19","OUTRO",">= 80","M",1
"1398","DF","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","F",3
"1399","DF","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","M",7
"1400","DF","Outras doenças","HOSPITAL",">= 80","F",2
"1401","DF","Outras doenças respiratórias","DOMICILIO",">= 80","F",3
"1402","DF","Outras doenças respiratórias","DOMICILIO",">= 80","M",8
"1403","DF","Outras doenças respiratórias","HOSPITAL",">= 80","F",33
"1404","DF","Outras doenças respiratórias","HOSPITAL",">= 80","M",27
"1405","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",1
"1406","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",2
"1407","DF","Outras doenças respiratórias","DOMICILIO",">= 80","F",10
"1408","DF","Outras doenças respiratórias","DOMICILIO",">= 80","M",9
"1409","DF","Outras doenças respiratórias","HOSPITAL",">= 80","F",199
"1410","DF","Outras doenças respiratórias","HOSPITAL",">= 80","M",175
"1411","DF","Outras doenças respiratórias","OUTRO",">= 80","F",3
"1412","DF","Outras doenças respiratórias","OUTRO",">= 80","M",5
"1413","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",15
"1414","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",14
"1415","DF","Outras doenças respiratórias","DOMICILIO",">= 80","F",6
"1416","DF","Outras doenças respiratórias","DOMICILIO",">= 80","M",7
"1417","DF","Outras doenças respiratórias","HOSPITAL",">= 80","F",113
"1418","DF","Outras doenças respiratórias","HOSPITAL",">= 80","M",94
"1419","DF","Outras doenças respiratórias","OUTRO",">= 80","F",3
"1420","DF","Outras doenças respiratórias","OUTRO",">= 80","M",2
"1421","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",2
"1422","DF","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",4
"1423","DF","Outras doenças respiratórias","HOSPITAL",">= 80","F",3
"1424","DF","Outras doenças respiratórias","HOSPITAL",">= 80","M",3
"1425","DF","Outras doenças respiratórias","OUTRO",">= 80","F",1
"1426","MG","Outras doenças","DOMICILIO",">= 80","F",1215
"1427","MG","Outras doenças","DOMICILIO",">= 80","M",1149
"1428","MG","Outras doenças","HOSPITAL",">= 80","F",1758
"1430","MG","Outras doenças","HOSPITAL",">= 80","M",1485
"1431","MG","Outras doenças","IGNORADO",">= 80","F",70
"1432","MG","Outras doenças","IGNORADO",">= 80","M",78
"1433","MG","Outras doenças","OUTRO",">= 80","F",77
"1434","MG","Outras doenças","OUTRO",">= 80","M",61
"1435","MG","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",244
"1436","MG","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",181
"1437","MG","Outras doenças","POSTO_SAUDE",">= 80","F",1
"1438","MG","Outras doenças","VIA_PUBLICA",">= 80","F",22
"1439","MG","Outras doenças","VIA_PUBLICA",">= 80","M",23
"1440","MG","COVID-19","DOMICILIO",">= 80","F",7
"1441","MG","COVID-19","DOMICILIO",">= 80","M",7
"1442","MG","COVID-19","HOSPITAL",">= 80","F",134
"1443","MG","COVID-19","HOSPITAL",">= 80","M",153
"1444","MG","COVID-19","IGNORADO",">= 80","F",3
"1445","MG","COVID-19","IGNORADO",">= 80","M",4
"1446","MG","COVID-19","OUTRO",">= 80","F",1
"1447","MG","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","F",10
"1448","MG","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","M",7
"1449","MG","COVID-19","VIA_PUBLICA",">= 80","M",1
"1450","MG","Outras doenças","DOMICILIO",">= 80","F",43
"1451","MG","Outras doenças","DOMICILIO",">= 80","M",39
"1452","MG","Outras doenças","HOSPITAL",">= 80","F",12
"1453","MG","Outras doenças","HOSPITAL",">= 80","M",21
"1454","MG","Outras doenças","IGNORADO",">= 80","F",3
"1455","MG","Outras doenças","IGNORADO",">= 80","M",11
"1456","MG","Outras doenças","OUTRO",">= 80","F",2
"1457","MG","Outras doenças","OUTRO",">= 80","M",3
"1458","MG","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",6
"1459","MG","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",7
"1460","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",109
"1461","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",112
"1462","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",398
"1463","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",331
"1464","MG","Outras doenças respiratórias","IGNORADO",">= 80","F",17
"1465","MG","Outras doenças respiratórias","IGNORADO",">= 80","M",8
"1466","MG","Outras doenças respiratórias","OUTRO",">= 80","F",2
"1467","MG","Outras doenças respiratórias","OUTRO",">= 80","M",8
"1468","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",45
"1469","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",33
"1470","MG","Outras doenças respiratórias","VIA_PUBLICA",">= 80","F",1
"1471","MG","Outras doenças respiratórias","VIA_PUBLICA",">= 80","M",1
"1472","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",88
"1473","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",89
"1474","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",1156
"1475","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",1130
"1476","MG","Outras doenças respiratórias","IGNORADO",">= 80","F",32
"1477","MG","Outras doenças respiratórias","IGNORADO",">= 80","M",32
"1478","MG","Outras doenças respiratórias","OUTRO",">= 80","F",8
"1479","MG","Outras doenças respiratórias","OUTRO",">= 80","M",8
"1480","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",87
"1481","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",74
"1482","MG","Outras doenças respiratórias","VIA_PUBLICA",">= 80","F",1
"1483","MG","Outras doenças respiratórias","VIA_PUBLICA",">= 80","M",2
"1484","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",44
"1485","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",31
"1486","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",946
"1487","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",747
"1488","MG","Outras doenças respiratórias","IGNORADO",">= 80","F",19
"1489","MG","Outras doenças respiratórias","IGNORADO",">= 80","M",11
"1490","MG","Outras doenças respiratórias","OUTRO",">= 80","F",4
"1491","MG","Outras doenças respiratórias","OUTRO",">= 80","M",1
"1492","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",67
"1493","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",54
"1494","MG","Outras doenças respiratórias","VIA_PUBLICA",">= 80","F",1
"1495","MG","Outras doenças respiratórias","DOMICILIO",">= 80","F",4
"1496","MG","Outras doenças respiratórias","DOMICILIO",">= 80","M",4
"1497","MG","Outras doenças respiratórias","HOSPITAL",">= 80","F",16
"1498","MG","Outras doenças respiratórias","HOSPITAL",">= 80","M",20
"1499","MG","Outras doenças respiratórias","IGNORADO",">= 80","M",2
"1500","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",3
"1501","MG","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",3
"1502","MS","Outras doenças","DOMICILIO",">= 80","F",115
"1503","MS","Outras doenças","DOMICILIO",">= 80","M",138
"1504","MS","Outras doenças","HOSPITAL",">= 80","F",216
"1505","MS","Outras doenças","HOSPITAL",">= 80","M",235
"1506","MS","Outras doenças","OUTRO",">= 80","F",7
"1507","MS","Outras doenças","OUTRO",">= 80","M",6
"1508","MS","Outras doenças","POSTO_SAUDE",">= 80","F",2
"1509","MS","Outras doenças","POSTO_SAUDE",">= 80","M",2
"1510","MS","Outras doenças","VIA_PUBLICA",">= 80","F",2
"1511","MS","Outras doenças","VIA_PUBLICA",">= 80","M",5
"1512","MS","COVID-19","HOSPITAL",">= 80","F",7
"1513","MS","COVID-19","HOSPITAL",">= 80","M",12
"1514","MS","COVID-19","OUTRO",">= 80","M",1
"1515","MS","Outras doenças","DOMICILIO",">= 80","F",2
"1516","MS","Outras doenças","HOSPITAL",">= 80","F",2
"1517","MS","Outras doenças","HOSPITAL",">= 80","M",2
"1518","MS","Outras doenças respiratórias","DOMICILIO",">= 80","F",12
"1519","MS","Outras doenças respiratórias","DOMICILIO",">= 80","M",17
"1520","MS","Outras doenças respiratórias","HOSPITAL",">= 80","F",50
"1521","MS","Outras doenças respiratórias","HOSPITAL",">= 80","M",49
"1522","MS","Outras doenças respiratórias","VIA_PUBLICA",">= 80","F",1
"1523","MS","Outras doenças respiratórias","DOMICILIO",">= 80","F",17
"1524","MS","Outras doenças respiratórias","DOMICILIO",">= 80","M",15
"1525","MS","Outras doenças respiratórias","HOSPITAL",">= 80","F",185
"1526","MS","Outras doenças respiratórias","HOSPITAL",">= 80","M",203
"1527","MS","Outras doenças respiratórias","OUTRO",">= 80","M",1
"1528","MS","Outras doenças respiratórias","VIA_PUBLICA",">= 80","F",1
"1529","MS","Outras doenças respiratórias","DOMICILIO",">= 80","F",1
"1530","MS","Outras doenças respiratórias","HOSPITAL",">= 80","F",105
"1531","MS","Outras doenças respiratórias","HOSPITAL",">= 80","M",91
"1532","MS","Outras doenças respiratórias","POSTO_SAUDE",">= 80","F",1
"1533","MS","Outras doenças respiratórias","HOSPITAL",">= 80","F",3
"1534","MS","Outras doenças respiratórias","HOSPITAL",">= 80","M",2
"1535","RJ","Outras doenças","DOMICILIO",">= 80","F",1361
"1537","RJ","Outras doenças","DOMICILIO",">= 80","M",1061
"1538","RJ","Outras doenças","HOSPITAL",">= 80","F",2131
"1539","RJ","Outras doenças","HOSPITAL",">= 80","M",1709
"1540","RJ","Outras doenças","IGNORADO",">= 80","F",8
"1541","RJ","Outras doenças","IGNORADO",">= 80","M",8
"1542","RJ","Outras doenças","OUTRO",">= 80","F",79
"1543","RJ","Outras doenças","OUTRO",">= 80","M",58
"1544","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",591
"1545","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",408
"1546","RJ","Outras doenças","VIA_PUBLICA",">= 80","F",3
"1547","RJ","Outras doenças","VIA_PUBLICA",">= 80","M",8
"1548","RJ","COVID-19","DOMICILIO",">= 80","F",21
"1549","RJ","COVID-19","DOMICILIO",">= 80","M",13
"1550","RJ","COVID-19","HOSPITAL",">= 80","F",1143
"1551","RJ","COVID-19","HOSPITAL",">= 80","M",1152
"1552","RJ","COVID-19","IGNORADO",">= 80","F",1
"1553","RJ","COVID-19","IGNORADO",">= 80","M",1
"1554","RJ","COVID-19","OUTRO",">= 80","F",1
"1555","RJ","COVID-19","OUTRO",">= 80","M",4
"1556","RJ","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","F",127
"1557","RJ","COVID-19","OUTROS_SERVICOS_SAUDE",">= 80","M",146
"1558","RJ","COVID-19","VIA_PUBLICA",">= 80","F",1
"1559","RJ","Outras doenças","DOMICILIO",">= 80","F",31
"1560","RJ","Outras doenças","DOMICILIO",">= 80","M",31
"1561","RJ","Outras doenças","HOSPITAL",">= 80","F",45
"1562","RJ","Outras doenças","HOSPITAL",">= 80","M",29
"1563","RJ","Outras doenças","IGNORADO",">= 80","M",1
"1564","RJ","Outras doenças","OUTRO",">= 80","F",3
"1565","RJ","Outras doenças","OUTRO",">= 80","M",1
"1566","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","F",27
"1567","RJ","Outras doenças","OUTROS_SERVICOS_SAUDE",">= 80","M",19
"1568","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",99
"1569","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","M",96
"1570","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",448
"1571","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","M",319
"1572","RJ","Outras doenças respiratórias","IGNORADO",">= 80","M",1
"1573","RJ","Outras doenças respiratórias","OUTRO",">= 80","F",4
"1574","RJ","Outras doenças respiratórias","OUTRO",">= 80","M",6
"1575","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","F",89
"1576","RJ","Outras doenças respiratórias","OUTROS_SERVICOS_SAUDE",">= 80","M",81
"1577","RJ","Outras doenças respiratórias","VIA_PUBLICA",">= 80","F",2
"1578","RJ","Outras doenças respiratórias","VIA_PUBLICA",">= 80","M",1
"1579","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","F",61
"1580","RJ","Outras doenças respiratórias","DOMICILIO",">= 80","M",64
"1581","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","F",1548
"1582","RJ","Outras doenças respiratórias","HOSPITAL",">= 80","M",1303
"1583","RJ","Outras doenças respiratórias","IGNORADO",">= 80","F",3
"1584","RJ","Outras doenças respiratórias","IGNORADO",">= 80","M",1
"1585","RJ","Outras doenças respiratórias","OUTRO",">= 80","F",5
"1586","RJ","Outras doenças respiratórias","OUTRO",">= 80","M",9
